0,2,4,15,20|0|44,46|0-4=0,0-15=0,0-20=0,2-15=0,2-20=0,4-15=0,4-20=0,15-20=0
0,2,4,20,27|0|44,46|0-4=0,0-20=0,0-27=0,2-20=0,2-27=0,4-20=0,4-27=0,20-27=0
0,2,4,27,32|0|44,46|0-4=0,0-27=0,0-32=0,2-27=0,2-32=0,4-27=0,4-32=0,27-32=0
0,2,6,13,38|0|1,44|0-13=0,0-38=0,2-6=0,2-13=0,2-38=0,6-13=0,6-38=0,13-38=0
0,2,6,25,30|0|1,44|0-25=0,0-30=0,2-6=0,2-25=0,2-30=0,6-25=0,6-30=0,25-30=0
0,2,6,25,38|0|1,44|0-25=0,0-38=0,2-6=0,2-25=0,2-38=0,6-25=0,6-38=0,25-38=0
0,2,7,13,18|0|8,44|0-7=0,0-13=0,0-18=0,2-7=0,2-13=0,2-18=0,7-18=0,13-18=0
0,2,7,13,20|0|8,44|0-7=0,0-13=0,0-20=0,2-7=0,2-13=0,2-20=0,7-20=0,13-20=0
0,2,7,13,32|0|8,44|0-7=0,0-13=0,0-32=0,2-7=0,2-13=0,2-32=0,7-32=0,13-32=0
0,2,7,18,20|0|44,62|0-7=0,0-18=0,0-20=0,2-7=0,2-18=0,2-20=0,7-18=0,7-20=0
0,2,7,18,25|0|44|0-7=0,0-18=0,0-25=0,2-7=0,2-18=0,2-25=0,7-18=0,7-25=0,18-25=0
0,2,7,20,25|0|44|0-7=0,0-20=0,0-25=0,2-7=0,2-20=0,2-25=0,7-20=0,7-25=0,20-25=0
0,2,7,20,27|0|44|0-7=0,0-20=0,0-27=0,2-7=0,2-20=0,2-27=0,7-20=0,7-27=0,20-27=0
0,2,7,20,39|0|40,44|0-7=0,0-20=0,0-39=0,2-7=0,2-20=0,7-20=0,7-39=0,20-39=0
0,2,7,25,27|0|44,69|0-7=0,0-25=0,0-27=0,2-7=0,2-25=0,2-27=0,7-25=0,7-27=0
0,2,7,25,30|0|44|0-7=0,0-25=0,0-30=0,2-7=0,2-25=0,2-30=0,7-25=0,7-30=0,25-30=0
0,2,7,25,32|0|44|0-7=0,0-25=0,0-32=0,2-7=0,2-25=0,2-32=0,7-25=0,7-32=0,25-32=0
0,2,7,27,32|0|44|0-7=0,0-27=0,0-32=0,2-7=0,2-27=0,2-32=0,7-27=0,7-32=0,27-32=0
0,2,7,30,32|0|44,74|0-7=0,0-30=0,0-32=0,2-7=0,2-30=0,2-32=0,7-30=0,7-32=0
0,2,7,32,39|0|40,44|0-7=0,0-32=0,0-39=0,2-7=0,2-32=0,7-32=0,7-39=0,32-39=0
0,2,13,15,20|0|44,57|0-13=0,0-15=0,0-20=0,2-13=0,2-15=0,2-20=0,13-20=0,15-20=0
0,2,13,15,38|0|44,57|0-13=0,0-15=0,0-38=0,2-13=0,2-15=0,2-38=0,13-38=0,15-38=0
0,2,13,18,20|0|44,62|0-13=0,0-18=0,0-20=0,2-13=0,2-18=0,2-20=0,13-18=0,13-20=0
0,2,13,18,38|0|44|0-13=0,0-18=0,0-38=0,2-13=0,2-18=0,2-38=0,13-18=0,13-38=0,18-38=0
0,2,13,18,41|0|44,85|0-13=0,0-18=0,2-13=0,2-18=0,2-41=0,13-18=0,13-41=0,18-41=0
0,2,13,20,38|0|44|0-13=0,0-20=0,0-38=0,2-13=0,2-20=0,2-38=0,13-20=0,13-38=0,20-38=0
0,2,13,32,38|0|33,44|0-13=0,0-32=0,0-38=0,2-13=0,2-32=0,2-38=0,13-32=0,13-38=0
0,2,15,20,38|0|44|0-15=0,0-20=0,0-38=0,2-15=0,2-20=0,2-38=0,15-20=0,15-38=0,20-38=0
0,2,15,20,39|0|40,44|0-15=0,0-20=0,0-39=0,2-15=0,2-20=0,15-20=0,15-39=0,20-39=0
0,2,18,20,25|0|44,62|0-18=0,0-20=0,0-25=0,2-18=0,2-20=0,2-25=0,18-25=0,20-25=0
0,2,18,20,38|0|44,62|0-18=0,0-20=0,0-38=0,2-18=0,2-20=0,2-38=0,18-38=0,20-38=0
0,2,18,25,38|0|44|0-18=0,0-25=0,0-38=0,2-18=0,2-25=0,2-38=0,18-25=0,18-38=0,25-38=0
0,2,18,25,41|0|44,85|0-18=0,0-25=0,2-18=0,2-25=0,2-41=0,18-25=0,18-41=0,25-41=0
0,2,20,25,27|0|44,69|0-20=0,0-25=0,0-27=0,2-20=0,2-25=0,2-27=0,20-25=0,20-27=0
0,2,20,25,38|0|44|0-20=0,0-25=0,0-38=0,2-20=0,2-25=0,2-38=0,20-25=0,20-38=0,25-38=0
0,2,20,27,38|0|44|0-20=0,0-27=0,0-38=0,2-20=0,2-27=0,2-38=0,20-27=0,20-38=0,27-38=0
0,2,25,27,32|0|44,69|0-25=0,0-27=0,0-32=0,2-25=0,2-27=0,2-32=0,25-32=0,27-32=0
0,2,25,27,38|0|44,69|0-25=0,0-27=0,0-38=0,2-25=0,2-27=0,2-38=0,25-38=0,27-38=0
0,2,25,30,32|0|44,74|0-25=0,0-30=0,0-32=0,2-25=0,2-30=0,2-32=0,25-30=0,25-32=0
0,2,25,30,41|0|44,85|0-25=0,0-30=0,2-25=0,2-30=0,2-41=0,25-30=0,25-41=0,30-41=0
0,2,25,32,38|0|33,44|0-25=0,0-32=0,0-38=0,2-25=0,2-32=0,2-38=0,25-32=0,25-38=0
0,2,27,32,38|0|33,44|0-27=0,0-32=0,0-38=0,2-27=0,2-32=0,2-38=0,27-32=0,27-38=0
0,3,6,9,12|1|-7,-4,-1|0-3=1,0-9=1,0-12=1,3-6=1,3-12=1,6-9=1,9-12=1
0,3,6,9,40|1|-41,-4,-1|0-3=1,0-9=1,0-40=1,3-6=1,6-9=1,6-40=1,9-40=1
0,3,6,37,40|1|-41,-38,-1|0-3=1,0-40=1,3-6=1,3-37=1,6-37=1,6-40=1,37-40=1
0,3,34,37,40|1|-41,-38,-35|0-3=1,0-34=1,0-40=1,3-34=1,3-37=1,34-37=1,37-40=1
0,4,6,11,24|0|1,48|0-4=0,0-11=0,0-24=0,4-11=0,4-24=0,6-11=0,6-24=0,11-24=0
0,4,6,11,36|0|1,48|0-4=0,0-11=0,0-36=0,4-11=0,4-36=0,6-11=0,6-36=0,11-36=0
0,4,6,19,24|0|1,48|0-4=0,0-19=0,0-24=0,4-19=0,4-24=0,6-19=0,6-24=0,19-24=0
0,4,11,36,41|0|42,85|0-4=0,0-11=0,0-36=0,4-11=0,4-36=0,11-36=0,11-41=0,36-41=0
0,4,23,28,41|0|42,85|0-4=0,0-23=0,0-28=0,4-23=0,4-28=0,23-28=0,23-41=0,28-41=0
0,4,23,36,41|0|42,85|0-4=0,0-23=0,0-36=0,4-23=0,4-36=0,23-36=0,23-41=0,36-41=0
0,5,7,11,18|0|6,49|0-5=0,0-7=0,0-11=0,0-18=0,5-18=0,7-11=0,7-18=0,11-18=0
0,5,7,11,30|0|6,49|0-5=0,0-7=0,0-11=0,0-30=0,5-30=0,7-11=0,7-30=0,11-30=0
0,5,7,18,20|0|49,62|0-5=0,0-7=0,0-18=0,0-20=0,5-18=0,5-20=0,7-18=0,7-20=0
0,5,7,18,23|0|49|0-5=0,0-7=0,0-18=0,0-23=0,5-18=0,5-23=0,7-18=0,7-23=0,18-23=0
0,5,7,18,25|0|49|0-5=0,0-7=0,0-18=0,0-25=0,5-18=0,5-25=0,7-18=0,7-25=0,18-25=0
0,5,7,18,37|0|38,49|0-5=0,0-7=0,0-18=0,5-18=0,5-37=0,7-18=0,7-37=0,18-37=0
0,5,7,20,25|0|49|0-5=0,0-7=0,0-20=0,0-25=0,5-20=0,5-25=0,7-20=0,7-25=0,20-25=0
0,5,7,23,25|0|49,67|0-5=0,0-7=0,0-23=0,0-25=0,5-23=0,5-25=0,7-23=0,7-25=0
0,5,7,23,30|0|49|0-5=0,0-7=0,0-23=0,0-30=0,5-23=0,5-30=0,7-23=0,7-30=0,23-30=0
0,5,7,25,30|0|49|0-5=0,0-7=0,0-25=0,0-30=0,5-25=0,5-30=0,7-25=0,7-30=0,25-30=0
0,5,7,25,32|0|49|0-5=0,0-7=0,0-25=0,0-32=0,5-25=0,5-32=0,7-25=0,7-32=0,25-32=0
0,5,7,30,32|0|49,74|0-5=0,0-7=0,0-30=0,0-32=0,5-30=0,5-32=0,7-30=0,7-32=0
0,5,7,30,37|0|38,49|0-5=0,0-7=0,0-30=0,5-30=0,5-37=0,7-30=0,7-37=0,30-37=0
0,5,7,32,37|0|38,49|0-5=0,0-7=0,0-32=0,5-32=0,5-37=0,7-32=0,7-37=0,32-37=0
0,5,11,16,18|0|6,60|0-5=0,0-11=0,0-16=0,0-18=0,5-16=0,5-18=0,11-16=0,11-18=0
0,5,11,16,41|0|6,85|0-5=0,0-11=0,0-16=0,5-16=0,5-41=0,11-16=0,11-41=0,16-41=0
0,5,11,18,24|0|6,19|0-5=0,0-11=0,0-18=0,0-24=0,5-18=0,5-24=0,11-18=0,11-24=0
0,5,11,18,41|0|6,85|0-5=0,0-11=0,0-18=0,5-18=0,5-41=0,11-18=0,11-41=0,18-41=0
0,5,11,24,30|0|6,25|0-5=0,0-11=0,0-24=0,0-30=0,5-24=0,5-30=0,11-24=0,11-30=0
0,5,11,30,41|0|6,85|0-5=0,0-11=0,0-30=0,5-30=0,5-41=0,11-30=0,11-41=0,30-41=0
0,5,16,18,20|0|60,62|0-5=0,0-16=0,0-18=0,0-20=0,5-16=0,5-18=0,5-20=0,16-20=0
0,5,16,18,23|0|60|0-5=0,0-16=0,0-18=0,0-23=0,5-16=0,5-18=0,5-23=0,16-23=0,18-23=0
0,5,16,18,41|0|60,85|0-5=0,0-16=0,0-18=0,5-16=0,5-18=0,5-41=0,16-41=0,18-41=0
0,5,16,23,41|0|85|0-5=0,0-16=0,0-23=0,5-16=0,5-23=0,5-41=0,16-23=0,16-41=0,23-41=0
0,5,18,20,24|0|19,62|0-5=0,0-18=0,0-20=0,0-24=0,5-18=0,5-20=0,5-24=0,20-24=0
0,5,18,20,25|0|62|0-5=0,0-18=0,0-20=0,0-25=0,5-18=0,5-20=0,5-25=0,18-25=0,20-25=0
0,5,18,23,25|0|67|0-5=0,0-18=0,0-23=0,0-25=0,5-18=0,5-23=0,5-25=0,18-23=0,18-25=0
0,5,18,23,41|0|85|0-5=0,0-18=0,0-23=0,5-18=0,5-23=0,5-41=0,18-23=0,18-41=0,23-41=0
0,5,18,24,37|0|19,38|0-5=0,0-18=0,0-24=0,5-18=0,5-24=0,5-37=0,18-37=0,24-37=0
0,5,18,25,41|0|85|0-5=0,0-18=0,0-25=0,5-18=0,5-25=0,5-41=0,18-25=0,18-41=0,25-41=0
0,5,18,37,41|0|38,85|0-5=0,0-18=0,5-18=0,5-37=0,5-41=0,18-37=0,18-41=0,37-41=0
0,5,23,25,30|0|67|0-5=0,0-23=0,0-25=0,0-30=0,5-23=0,5-25=0,5-30=0,23-30=0,25-30=0
0,5,23,25,41|0|67,85|0-5=0,0-23=0,0-25=0,5-23=0,5-25=0,5-41=0,23-41=0,25-41=0
0,5,23,28,30|0|72|0-5=0,0-23=0,0-28=0,0-30=0,5-23=0,5-28=0,5-30=0,23-28=0,23-30=0
0,5,23,28,41|0|85|0-5=0,0-23=0,0-28=0,5-23=0,5-28=0,5-41=0,23-28=0,23-41=0,28-41=0
0,5,23,30,41|0|85|0-5=0,0-23=0,0-30=0,5-23=0,5-30=0,5-41=0,23-30=0,23-41=0,30-41=0
0,5,24,28,30|0|25,72|0-5=0,0-24=0,0-28=0,0-30=0,5-24=0,5-28=0,5-30=0,24-28=0
0,5,24,30,37|0|25,38|0-5=0,0-24=0,0-30=0,5-24=0,5-30=0,5-37=0,24-37=0,30-37=0
0,5,25,30,32|0|74|0-5=0,0-25=0,0-30=0,0-32=0,5-25=0,5-30=0,5-32=0,25-30=0,25-32=0
0,5,25,30,41|0|85|0-5=0,0-25=0,0-30=0,5-25=0,5-30=0,5-41=0,25-30=0,25-41=0,30-41=0
0,5,28,30,32|0|72,74|0-5=0,0-28=0,0-30=0,0-32=0,5-28=0,5-30=0,5-32=0,28-32=0
0,5,28,30,41|0|72,85|0-5=0,0-28=0,0-30=0,5-28=0,5-30=0,5-41=0,28-41=0,30-41=0
0,5,30,32,37|0|38,74|0-5=0,0-30=0,0-32=0,5-30=0,5-32=0,5-37=0,30-37=0,32-37=0
0,5,30,37,41|0|38,85|0-5=0,0-30=0,5-30=0,5-37=0,5-41=0,30-37=0,30-41=0,37-41=0
0,6,11,13,24|0|1,55|0-11=0,0-13=0,0-24=0,6-11=0,6-13=0,6-24=0,11-24=0,13-24=0
0,6,11,13,36|0|1,55|0-11=0,0-13=0,0-36=0,6-11=0,6-13=0,6-36=0,11-36=0,13-36=0
0,6,11,13,38|0|1,55|0-11=0,0-13=0,0-38=0,6-11=0,6-13=0,6-38=0,11-38=0,13-38=0
0,6,11,24,30|0|1,25|0-11=0,0-24=0,0-30=0,6-11=0,6-24=0,6-30=0,11-24=0,11-30=0
0,6,11,30,36|0|1,31|0-11=0,0-30=0,0-36=0,6-11=0,6-30=0,6-36=0,11-30=0,11-36=0
0,6,11,36,38|0|1,80|0-11=0,0-36=0,0-38=0,6-11=0,6-36=0,6-38=0,11-36=0,11-38=0
0,6,13,19,24|0|1,14|0-13=0,0-19=0,0-24=0,6-13=0,6-19=0,6-24=0,13-24=0,19-24=0
0,6,13,19,38|0|1,14|0-13=0,0-19=0,0-38=0,6-13=0,6-19=0,6-38=0,13-38=0,19-38=0
0,6,13,36,38|0|1,80|0-13=0,0-36=0,0-38=0,6-13=0,6-36=0,6-38=0,13-36=0,13-38=0
0,6,19,24,30|0|1,25|0-19=0,0-24=0,0-30=0,6-19=0,6-24=0,6-30=0,19-24=0,19-30=0
