0,1,2,3,4|1|-44|0-1=1,0-2=1,0-3=1,1-2=1,1-3=1,1-4=1,2-3=1,2-4=1,3-4=1
0,1,2,3,42|1|-86|0-1=1,0-2=1,0-3=1,0-42=1,1-2=1,1-3=1,1-42=1,2-3=1,2-42=1
0,1,2,4,10|1|-44,-5|0-1=1,0-2=1,0-10=1,1-2=1,1-4=1,1-10=1,2-4=1,2-10=1
0,1,2,4,35|1|-44|0-1=1,0-2=1,0-35=1,1-2=1,1-4=1,1-35=1,2-4=1,2-35=1,4-35=1
0,1,2,4,41|1|-85,-44,-42|0-1=1,0-2=1,0-41=1,1-2=1,1-4=1,1-41=1,2-4=1
0,1,2,10,41|1|-85|0-1=1,0-2=1,0-10=1,0-41=1,1-2=1,1-10=1,1-41=1,2-10=1,10-41=1
0,1,2,35,41|1|-85,-36|0-1=1,0-2=1,0-35=1,0-41=1,1-2=1,1-35=1,1-41=1,2-35=1
0,1,2,41,42|1|-85|0-1=1,0-2=1,0-41=1,0-42=1,1-2=1,1-41=1,1-42=1,2-42=1,41-42=1
0,1,3,9,40|1|-84,-41,-4|0-1=1,0-3=1,0-9=1,0-40=1,1-3=1,1-9=1,9-40=1
0,1,3,9,42|1|-86,-4|0-1=1,0-3=1,0-9=1,0-42=1,1-3=1,1-9=1,1-42=1,9-42=1
0,1,3,34,40|1|-84,-41,-35|0-1=1,0-3=1,0-34=1,0-40=1,1-3=1,1-34=1,3-34=1
0,1,3,34,42|1|-86|0-1=1,0-3=1,0-34=1,0-42=1,1-3=1,1-34=1,1-42=1,3-34=1,34-42=1
0,1,3,40,42|1|-86,-84,-41|0-1=1,0-3=1,0-40=1,0-42=1,1-3=1,1-42=1,40-42=1
0,1,4,10,41|1|-44,-42,-5|0-1=1,0-10=1,0-41=1,1-4=1,1-10=1,1-41=1,10-41=1
0,1,4,35,41|1|-44,-42,-36|0-1=1,0-35=1,0-41=1,1-4=1,1-35=1,1-41=1,4-35=1
0,1,9,40,42|1|-84|0-1=1,0-9=1,0-40=1,0-42=1,1-9=1,1-42=1,9-40=1,9-42=1,40-42=1
0,1,34,40,42|1|-84,-35|0-1=1,0-34=1,0-40=1,0-42=1,1-34=1,1-42=1,34-42=1,40-42=1
0,1,40,41,42|1|-84|0-1=1,0-40=1,0-41=1,0-42=1,1-41=1,1-42=1,40-41=1,40-42=1,41-42=1
0,2,3,4,6|1|-46,-44,-1|0-2=1,0-3=1,2-3=1,2-4=1,3-4=1,3-6=1,4-6=1
0,2,3,4,12|1|-44|0-2=1,0-3=1,0-12=1,2-3=1,2-4=1,2-12=1,3-4=1,3-12=1,4-12=1
0,2,3,4,37|1|-44,-38|0-2=1,0-3=1,2-3=1,2-4=1,2-37=1,3-4=1,3-37=1,4-37=1
