rowpair-ledger-v1
G	000	O	19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22
T	001	C	21	22	0	13	10	17	5
T	001	C	21	22	0	14	11	15	8
T	001	C	21	22	1	8	7	27	24
T	001	C	21	22	1	9	8	25	15
T	001	C	21	22	1	10	9	23	7
T	001	C	21	22	1	11	10	21	3
T	001	C	21	22	1	12	11	19	5
T	001	C	21	22	1	13	12	17	4
T	001	C	22	19	0	10	9	21	2
T	001	C	22	19	0	11	10	19	4
T	001	C	22	19	1	8	9	25	2
T	001	C	22	19	1	10	11	21	2
T	001	C	22	19	1	12	13	17	2
T	001	C	22	20	0	9	7	24	2
T	001	C	22	20	0	10	8	22	11
T	001	C	22	20	0	11	9	20	9
T	001	C	22	20	0	12	10	18	8
T	001	C	22	20	0	13	11	16	6
T	001	C	22	20	1	8	8	26	16
T	001	C	22	20	1	9	9	24	12
T	001	C	22	20	1	10	10	22	8
T	001	C	22	20	1	11	11	20	4
T	001	C	22	20	1	12	12	18	8
T	001	C	22	21	0	10	7	23	9
T	001	C	22	21	0	11	8	21	26
T	001	C	22	21	0	12	9	19	14
T	001	C	22	21	0	13	10	17	5
T	001	C	22	21	0	14	11	15	8
T	001	C	22	21	1	8	7	27	24
T	001	C	22	21	1	9	8	25	15
T	001	C	22	21	1	10	9	23	7
T	001	C	22	21	1	11	10	21	3
T	001	C	22	21	1	12	11	19	5
T	001	C	22	21	1	13	12	17	4
T	001	C	22	22	0	14	10	16	6
T	001	C	22	22	0	15	11	14	4
T	001	C	22	22	1	8	6	28	6
T	001	C	22	22	1	9	7	26	4
T	001	C	22	22	1	12	10	20	2
T	001	C	22	22	1	13	11	18	8
G	002	O	19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22
T	002	O	19	19	0	6	8	26	6
T	002	O	19	19	0	7	9	24	4
T	002	O	19	19	0	10	12	18	2
