0,1,2,3,23|1|-67,-47|0-1=1,0-2=1,0-3=1,1-2=1,1-3=1,1-23=1,2-3=1,2-23=1
0,1,2,10,22|1|-46|0-1=1,0-2=1,0-10=1,0-22=1,1-2=1,1-10=1,1-22=1,2-10=1,10-22=1
0,1,2,22,23|1|-67,-46|0-1=1,0-2=1,0-22=1,1-2=1,1-22=1,1-23=1,2-23=1,22-23=1
0,1,2,22,42|1|-66,-46|0-1=1,0-2=1,0-22=1,0-42=1,1-2=1,1-22=1,1-42=1,2-42=1
0,1,2,23,35|1|-67|0-1=1,0-2=1,0-35=1,1-2=1,1-23=1,1-35=1,2-23=1,2-35=1,23-35=1
0,1,3,9,23|1|-67,-47,-4|0-1=1,0-3=1,0-9=1,1-3=1,1-9=1,1-23=1,9-23=1
0,1,9,21,23|1|-67,-45|0-1=1,0-9=1,0-21=1,1-9=1,1-23=1,9-21=1,9-23=1,21-23=1
0,1,9,21,35|1|-45|0-1=1,0-9=1,0-21=1,0-35=1,1-9=1,1-35=1,9-21=1,9-35=1,21-35=1
0,1,9,21,42|1|-45|0-1=1,0-9=1,0-21=1,0-42=1,1-9=1,1-42=1,9-21=1,9-42=1,21-42=1
0,1,9,23,35|1|-67|0-1=1,0-9=1,0-35=1,1-9=1,1-23=1,1-35=1,9-23=1,9-35=1,23-35=1
0,1,21,22,23|1|-67,-45|0-1=1,0-21=1,0-22=1,1-22=1,1-23=1,21-22=1,21-23=1,22-23=1
0,1,21,22,42|1|-66,-45|0-1=1,0-21=1,0-22=1,0-42=1,1-22=1,1-42=1,21-22=1,21-42=1
0,1,21,23,35|1|-67,-45|0-1=1,0-21=1,0-35=1,1-23=1,1-35=1,21-23=1,21-35=1,23-35=1
0,1,21,35,41|1|-65,-45,-36|0-1=1,0-21=1,0-35=1,0-41=1,1-35=1,1-41=1,21-35=1
0,1,21,41,42|1|-65,-45|0-1=1,0-21=1,0-41=1,0-42=1,1-41=1,1-42=1,21-42=1,41-42=1
0,1,22,34,42|1|-66|0-1=1,0-22=1,0-34=1,0-42=1,1-22=1,1-34=1,1-42=1,22-34=1,34-42=1
